,drop_off_instructions,material_name,material_synonyms,material_title,special_instructions,stream_name,stream_title,Location Category,Type
932,,plexiglass,plexiglas; plexi glass; plexi glas,Plexiglass,,wizard_garbage,Garbage,None,None
933,,pine_cones,,Pine cones,,wizard_garbage,Garbage,None,None
934,,acids,"rust remover,",Acids,,wizard_household_hazardous_waste,Household Hazardous Waste,None,None
935,,pool_chemicals,"muriatic acid, algaecide, pH buffer, hot tub",Pool chemicals,,wizard_household_hazardous_waste,Household Hazardous Waste,None,None
936,,thermos,,Thermos,,wizard_garbage,Garbage,None,None
937,,household_cleaner_corrosive_poisonous,"household cleaning products, cleansers, chemicals, clr, c.l.r, poisonous cleaner, corrosive clear, household hazardous cleaner","Household cleaner (corrosive, poisonous)","Empty cleaner bottles can go in the recycling. If a bottle has a spray nozzle, please remove it and place it in the garbage.",wizard_eco_station_-_household_hazardous_waste,Eco Station - HHW,None,None
938,,plastic_bag_biodegradable,,Plastic bag (biodegradable),,wizard_garbage,Garbage,None,None
939,,ceramic_tiles_small_number,", Floor tile, Floor tile, Ceramic tile, Ceramic tile",Ceramic tiles,"Are your tiles new? Consider reuse. Sell them online or donate them to a charity or resale business. See the <a href=""http://edmonton.ca/reusedirectory"" Reuse Directory for organizations in Edmonton.  Did you know? The City of Edmonton <a href=""http://edmonton.ca/reusecentre"" Reuse Centre accepts small tiles for reuse.",edmonton_waste_management_centre_ewmc,Edmonton Waste Management Centre (EWMC),construction,Waste
940,,plastic_page_protector,,Plastic page protector,"Did you know? New or used page protectors in good condition can be donated for reuse at the <a href=""http://edmonton.ca/reusecentre"">Reuse Centre!",wizard_garbage,Garbage,None,None
941,,sink_ceramic_or_porcelain,,Sink (ceramic or porcelain),,wizard_reuse_-_building_materials,Reuse - Building Materials,None,None
942,,circuit_board,"printed circuit board, pcb",Circuit board,,eco_station_-_electronics_appliances,Eco Station - Electronics & Appliances,Computers,Computers
943,,basket,"hamper, creel, wicker basket",Basket,"Did you know? Wicker baskets and basket filler are accepted for reuse at the <a href=""http://edmonton.ca/reusecentre"" Reuse Centre!",reuse,Reuse,None,None
944,,car_mat,"car floor mat, rubber car mat,",Car mat,,wizard_garbage,Garbage,None,None
945,,bread_bag_foil,"garlic bread bag, foil bread bag",Bread bag (foil),,wizard_garbage,Garbage,None,None
946,,sink_ceramic_or_porcelain,,Sink (ceramic or porcelain),,eco_station_-_bulky_item,Eco Station - Bulky Items,None,None
947,,sink_metal,,Sink (metal),,eco_station_-_scrap_metal_recycling,Eco Station - Scrap Metal Recycling,Scrap Metals,Waste
948,,baby_food_jar,,Baby food jar,Remove caps and lids and place in recycling.,wizard_recycling,Recycling,None,None
949,,brochure,"pamphlet, leaflet, handbill, flyer,",Brochure,,wizard_recycling_depots,Recycling Depot,None,None
950,,broth_carton,"Campbells, soup carton,",Broth carton,,wizard_recycling_depots,Recycling Depot,Household,paper
951,,mouthwash_bottle,mouth wash,Mouthwash bottle,Remove cap and place loosely in recycling. Empty and rinse bottle. Labels OK.,wizard_recycling_depots,Recycling Depot,None,None
952,,butcher_paper_for_wrapping_meat,"meat wrapping paper, deli paper,",Butcher paper (for wrapping meat),,wizard_garbage,Garbage,None,None
953,,door,,Door,,wizard_reuse_-_building_materials,Reuse - Building Materials,None,None
954,,sink_metal,,Sink (metal),,wizard_reuse_-_building_materials,Reuse - Building Materials,None,None
955,,ballast,"Electrode ballast, Fluorescent Ballast, Florescent Ballast",Ballast,,wizard_eco_stations,Eco Station,Electronics,E-Cycling
956,,soup_can,,Soup can,"Labels OK. Remove lid, drop into can and squeeze top slightly to keep lid inside.",wizard_recycling_depots,Recycling Depot,Household,Aluminum
957,,tissue_paper,", Tissuepaper, Tissuepaper",Tissue paper,"Waste reduction tip: keep used gift bags, boxes and tissue paper to wrap future gifts.",drop-off_-_reuse_centre,Reuse Centre,None,None
958,,pens_pencils,"fountain pen, ball-point pen, writing utensil",Pens,"Did you know? Many Staples locations accept writing instruments such as pens, markers and highlighters for recycling. For details and locations, see ""http://www.terracycle.ca/en-CA/brigades/writing-instrument-retail-based-brigade"" website.",drop-off_-_reuse_centre,Reuse Centre,Waste,Waste
959,,soup_can,,Soup can,"Labels OK. Remove lid, drop into can and squeeze top slightly to keep lid inside.",wizard_recycling,Recycling,None,None
960,,tissue_paper,", Tissuepaper, Tissuepaper",Tissue paper,"Waste reduction tip: keep used gift bags, boxes and tissue paper to wrap future gifts.",wizard_garbage,Garbage,None,None
961,,laser_disc,,Laser disc,,wizard_garbage,Garbage,None,None
962,,painted_wood,,Painted wood,,eco_station_-_construction_scrap,Eco Station - Loose or Mixed Waste,None,None
963,,highlighters_markers,"sharpie, sharpies, permanent marker, marker, dry erase marker, white board marker, Mr. Sketch",Highlighters & markers,"Did you know? Many Staples locations accept writing instruments such as pens, markers and highlighters for recycling. For details and locations, see ""http://www.terracycle.ca/en-CA/brigades/writing-instrument-retail-based-brigade"" website.",wizard_garbage,Garbage,None,None
964,,camera,", Slr camera, Slr camera",Camera,,eco_station_-_electronics_appliances,Eco Station - Electronics & Appliances,Electronics,E-Cycling
965,,highlighters_markers,"sharpie, sharpies, permanent marker, marker, dry erase marker, white board marker, Mr. Sketch",Highlighters & markers,"Did you know? Many Staples locations accept writing instruments such as pens, markers and highlighters for recycling. For details and locations, see ""http://www.terracycle.ca/en-CA/brigades/writing-instrument-retail-based-brigade"" website.",drop-off_-_reuse_centre,Reuse Centre,None,None
966,,shower_curtain_rings,,Shower curtain rings,,reuse,Reuse,Waste,Waste
967,,pens_pencils,"fountain pen, ball-point pen, writing utensil",Pens,"Did you know? Many Staples locations accept writing instruments such as pens, markers and highlighters for recycling. For details and locations, see ""http://www.terracycle.ca/en-CA/brigades/writing-instrument-retail-based-brigade"" website.",wizard_garbage,Garbage,None,None
968,,nespresso_capsule,pod,Nespresso capsule,"Return your capsules to Nespresso for recycling. Pods can be ""https://www.nespresso.com/ca/en/services-recycling"" mailed to Nespresso or dropped off at ""https://www.nespresso.com/ca/en/StoreLocator#map-intro"" select businesses. Otherwise, please put capsules in your garbage.",,,Waste,Waste
969,,camera,", Slr camera, Slr camera",Camera,,reuse,Reuse,None,None
970,,asphalt_shingles,", SHINGLES, SHINGLES",Asphalt shingles,Please note: only segregated loads of asphalt shingles are accepted at the Construction & Demolition (C&D) Waste Recycling Facility. They are not accepted in mixed loads of C&D waste.,eco_station_-_construction_scrap,Eco Station - Loose or Mixed Waste,None,None
971,,plastic_tubs_lids,"Cottage cheese, cream cheese, dips, margarine, yogurt tubs & lids, Sour cream, Sour cream",Plastic tubs & lids,,wizard_recycling,Recycling,Household,Plastic
972,,foil_pouch,,Foil pouch,,wizard_garbage,Garbage,None,None
973,,toilet_bowl_cleaner,,Toilet bowl cleaner,,wizard_eco_station_-_household_hazardous_waste,Eco Station - HHW,Chemicals,Waste
974,,glass_bottle,"Clear glass, colour glass, color glass, Liquor bottles",Glass bottle (beverage),Remove caps and lids and place separately in recycling.,wizard_recycling,Recycling,None,None
975,,bread_bag,,Bread bag (plastic),Please stuff plastic bags into one bag and tie closed. This makes them easier to sort. Better sorting means more of the right stuff is recycled!,wizard_recycling,Recycling,None,None
976,,paper,"Computer paper, writing paper, brochure, notebook paper, notebook, bills, post-it notes, sticky notes, maps, notepads, reciept, receipt, Receipt, Receipt, papper, pamflet, Receipts, Poster, Poster",Paper,"Shredded paper goes in the garbage. Please dont put it in your blue bag or apartment blue bin. It causes problems with sorting machinery at the ""https://www.edmonton.ca/programs_services/garbage_waste/materials-recovery-facility.aspx"">Materials Recovery Facility and makes it harder to recycle the right stuff.",wizard_recycling_depots,Recycling Depot,None,None
977,,plastic_tote,"Rubbermaid, storage bins, Tubberware, Tubberware, plastic bins",Plastic tote,"If your plastic tote does not fit inside a garbage bag, place a sign on it that says for waste pick up and it set out for collection.",drop-off_-_reuse_centre,Reuse Centre,None,None
978,,shelving_unit,"old shelves, Shelf, Shelf",Shelving unit,,eco_station_-_bulky_item,Eco Station - Bulky Items,None,None
979,,comic_books,"comics,",Comic books,Reuse Tip: use pages from old comic books as gift wrap.,reuse,Reuse,None,None
980,,plastic_tubs_lids,"Cottage cheese, cream cheese, dips, margarine, yogurt tubs & lids, Sour cream, Sour cream",Plastic tubs & lids,,wizard_recycling_depots,Recycling Depot,None,None
981,,shower_curtain_rings,,Shower curtain rings,,wizard_garbage,Garbage,None,None
982,,chocolate_wrapper,,Chocolate wrapper,,wizard_garbage,Garbage,None,None
983,,picture_frame,Photo frame,Picture frame,"Is your picture frame missing the glass? Thats OK. The Reuse Centre will still accept it! Putting your broken frame in the garbage? The item must fit inside a garbage bag. If it is too large, break it down into smaller pieces or take it to an ""http://edmonton.ca/ecostation"" Eco Station. Glass must be removed from frame, put in a cardboard box labelled sharp objects, and placed beside your garbage for collection. This keeps your waste collector safe.",reuse,Reuse,None,None
984,"<strong>If the helmet is old, used or has been damaged, place it in the garbage.</strong> It will not provide adequate protection to the wearer.  <strong>If the helmet is brand new, consider reuse! </strong>Sell it at a used sporting goods store, donate it to a charity or thrift store, or offer it to family and friends. See the ""http://edmonton.ca/reusedirectory"" Reuse Director""http://edmonton.ca/reusedirectory"" y for local nonprofits that accept donations and the ""https://www.yellowpages.ca/search/si/1/Used%20Sporting%20Goods/Edmonton%2C%20AB"" Yellow Pages for used sporting goods stores. Always call first, as some organizations dont accept helmets for safety reasons.",helmet,Bicycle helmet,Helmet,,,,construction,Waste
985,,wood_preservative,,Wood preservative,,wizard_eco_station_-_household_hazardous_waste,Eco Station - HHW,None,None
986,,bleach,"chemicals, Javex, Clorox",Bleach,Empty bleach bottles should be put in the recycling.,wizard_eco_station_-_household_hazardous_waste,Eco Station - HHW,Waste,Waste
987,,duvet,,Duvet,,reuse,Reuse,None,None
988,,crayons,"Craft supplies, waxed crayons, colouring",Crayons,,drop-off_-_reuse_centre,Reuse Centre,Waste,Waste
989,,glass_jar,"Clear glass, colour glass, color glass, pickle jars, canning jar, jar, Gkass, Glass.jars, Glass.jars",Glass jar,"Remove caps and lids and place in recycling. Did you know? Canning jars and baby food jars are accepted for reuse at the ""http://edmonton.ca/reusecentre"">Reuse Centre.",wizard_recycling_depots,Recycling Depot,None,None
990,,pasta_box,,Pasta box,,wizard_recycling_depots,Recycling Depot,Household,Paper
991,,stapler,,Stapler,,reuse,Reuse,Waste,Waste
992,,file_folder,folder,File folder,,wizard_recycling_depots,Recycling Depot,Household,paper
993,,cooking_pots_ceramic,"clay cooking pot,",Cooking pot (ceramic),,reuse,Reuse,None,None
994,,plastic_comb,,Plastic comb,,wizard_garbage,Garbage,None,None
995,,pool_noodle,,Pool noodle,,wizard_garbage,Garbage,None,None
996,,record,", Records, vinyl records, vinyl records, Vinyl records, Vinyl records",Record,,wizard_garbage,Garbage,None,None
997,,toilet_bowl_cleaner,,Toilet bowl cleaner,,wizard_household_hazardous_waste,Household Hazardous Waste,None,None
998,,refrigerator,"fridge, refrigirator, refridgerator",Refrigerator,"Refrigerators contain a refrigerant. A ""http://edmonton.ca/ecostations"" fee for CFC removal will apply.",wizard_eco_stations,Eco Station,Electronics,E-Cycling
999,,mercury_thermometer,,Mercury thermometer,,wizard_eco_station_-_household_hazardous_waste,Eco Station - HHW,None,None
